130,0,1,0,1400,3500,0.8,1
135,0.1,1.1,0.123590486,1570,3663,0.831343145,1
157,0.465047799,0.500804223,0.147249249,1365,3077,0.892307806,1
88,0.402672996,1.179265245,0.040287892,1579,3568,0.802019833,1
146,0.378382446,0.506158103,0.186066719,1347,3396,0.886038552,1
217,0.222066966,0.914255346,0.029843061,1368,3280,0.864683367,1
100,0.123245494,1.471032494,0.151263978,1597,3469,0.8600265,1
216,0.043270396,0.857062417,0.080103635,1519,3860,0.805588415,1
217,0.210610707,1.219960638,0.016079305,1499,3093,0.857311171,1
87,0.458499943,1.38993639,0.009709328,1569,3680,0.874275549,1
183,0.487013522,0.551910905,0.0116646,1586,3386,0.826394027,1
151,0.332594461,1.233749544,0.054433909,1559,3432,0.814888455,1
130,0.247807725,1.451810865,0,1304,3046,0.810670804,1
234,0.467111636,0.77155448,0.112239603,1524,3861,0.855038771,1
167,0.17601307,0.831095144,0.190730692,1316,3365,0.808885679,1
176,0.036246338,0.512520043,0.071861612,1364,3102,0.804697243,1
219,0.280111725,1.035482878,0.039432989,1249,3486,0.85502333,1
162,0.388122101,1.347557239,0.08806498,1316,3933,0.86844899,1
113,0.409408834,0.999789024,0.12041096,1582,3725,0.812353619,1
86,0.198463098,0.877511547,0.121163579,1570,3246,0.889115133,1
253,0.350089824,0.827548153,0.087003741,1376,3235,0.841076981,1
104,0.313430963,1.219216852,0.041321107,1242,3546,0.829378683,1
156,0.424043044,0.965197209,0.082299044,1559,3202,0.879435708,1
131,0.359521838,0.733353811,0.109142059,1373,3695,0.828091676,1
235,0.412546199,0.57398511,0.071596127,1347,3234,0.851346607,1
206,0.040202254,1.338926203,0.062546638,1431,3562,0.826369156,1
162,0.344455105,1.06023586,0.106792257,1295,3610,0.854719094,1
92,0.227396309,1.232638179,0.167070964,1450,3622,0.848965903,1
255,0.414128825,1.031156328,0.005904502,1525,3739,0.874557024,1
114,0.271193493,0.81892006,0.08472681,1482,3290,0.898235981,1
224,0.153254961,0.769688443,0.137173372,1359,3872,0.80361809,1
150,0.333681535,1.411483765,0.181660916,1599,3438,0.892025533,1
222,0.374477867,1.141488375,0.076573078,1397,3336,0.838315675,1
125,0.208596301,0.516424478,0.188115605,1570,3865,0.830918834,1
113,0.0644537,0.818242684,0.148386189,1307,3008,0.836005822,1
87,0.174988895,1.329985183,0.02535491,1276,3202,0.859699261,1
138,0.48233595,1.054886333,0.126090352,1520,3252,0.870962221,1
89,0.450968258,1.120749217,0.074912235,1505,3647,0.866502835,1
174,0.177761811,0.545847938,0.019184356,1404,3706,0.82443014,1
112,0.076556906,0.520532349,0.007686462,1334,3947,0.840856062,1
122,0.081980514,1.310051325,0.027545519,1491,3610,0.874498417,1
168,0.398094717,1.300952775,0.131000941,1290,3321,0.821479317,1
95,0.037550492,0.837104588,0.03585617,1250,3572,0.864038758,1
182,0.13780213,0.91178289,0.055146341,1306,3145,0.876654498,1
127,0.198014703,0.956504934,0.16024139,1303,3098,0.887424615,1
120,0.474151236,1.077259287,0.168897462,1417,3884,0.86379796,1
238,0.029985561,1.044920148,0.016689994,1229,3553,0.810547119,1
136,0.310319972,0.977723049,0.059935914,1249,3201,0.883806533,1
170,0.409441736,0.515736649,0.007468964,1410,3357,0.844575211,1
126,0.327271449,0.969983486,0.048953717,1443,3617,0.842711233,1
203,0.222207843,0.923278087,0.141732344,1248,3126,0.886786631,1
253,0.169406621,0.506339474,0.007010627,1271,3013,0.873291794,1
138,0.016325036,1.48077282,0.044018748,1356,3194,0.839706672,1
192,0.2384256,1.337564623,0.168809202,1212,3269,0.876316182,1
191,0.017349402,0.637680333,0.066434857,1378,3119,0.89192086,1
163,0.325365336,1.245553605,0.086534468,1286,3779,0.838657919,1
92,0.491646149,1.468277877,0.18075998,1214,3861,0.865824972,1
247,0.4699872,1.238534113,0.176475235,1410,3718,0.858582626,1
118,0.06523109,0.983111238,0.124825895,1266,3798,0.839468501,1
209,0.318697495,1.152581834,0.117608448,1581,3821,0.804944057,1
209,0.371862494,1.124225464,0.152386671,1241,3757,0.825164688,1
